team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner,points_per_match_last_10,goal_difference_avg,performance_index,value_per_cap,dominance_score,shot_quality,defensive_solidity,rank_tier,log_market_value,conf_AFC,conf_CAF,conf_CONCACAF,conf_CONMEBOL,conf_OFC,conf_UEFA,rank_Developing,rank_Elite,rank_Mid,rank_Strong
Germany,DEU,UEFA,9,1807.0,8,1,1,0.714,1.81,0.64,3,13.3,0.354,76.9,1,824.0,39,12,7.7,60.4,86.7,0,8.3,0.53,0,2.5,1.17,61.004999999999995,21.128205128205128,73.55,4.7082,0.3,Elite,6.715383386334681,False,False,False,False,False,True,False,True,False,False
Netherlands,NED,UEFA,18,1697.3,7,1,2,0.553,1.89,1.18,5,15.9,0.38,83.5,3,578.0,44,12,7.9,54.6,80.4,0,6.2,0.59,1,2.3,0.71,62.405,13.136363636363637,67.5,6.042,0.5,Strong,6.361302477572996,False,False,False,False,False,True,False,False,False,True
Algeria,ALG,CAF,48,1587.2,1,6,3,0.29,0.92,1.78,0,8.5,0.286,73.4,1,210.0,22,2,4.1,49.3,79.2,0,10.6,0.43,0,0.6,-0.86,42.94,9.545454545454545,64.25,2.4309999999999996,0.0,Developing,5.351858133476067,False,True,False,False,False,False,True,False,False,False
Chile,CHI,CONMEBOL,48,1421.3,4,5,1,0.315,0.75,1.24,2,8.7,0.297,72.5,0,321.0,25,4,3.0,41.8,72.8,0,6.9,0.57,0,1.3,-0.49,39.025,12.84,57.3,2.5839,0.2,Developing,5.7745515455444085,False,False,False,True,False,False,True,False,False,False
Chile,CHI,CONMEBOL,32,1441.0,2,6,2,0.316,1.15,1.88,2,7.8,0.321,72.2,2,251.0,31,8,0.6,41.2,75.8,0,6.9,0.63,0,0.8,-0.73,30.53,8.096774193548388,58.5,2.5038,0.2,Mid,5.529429087511423,False,False,False,True,False,False,False,False,True,False
Uruguay,URU,CONMEBOL,7,1828.0,8,2,0,0.64,1.56,0.67,4,17.0,0.454,84.5,3,570.0,46,19,6.4,54.5,85.4,0,4.3,0.55,0,2.4,0.89,58.375,12.391304347826088,69.95,7.718,0.4,Elite,6.3473892096560105,False,False,False,True,False,False,False,True,False,False
England,ENG,UEFA,3,1883.7,7,2,1,0.674,2.56,0.46,4,17.8,0.542,87.1,5,725.0,53,18,7.1,64.7,86.4,0,8.3,0.5,1,2.2,2.1,62.074999999999996,13.679245283018869,75.55000000000001,9.6476,0.4,Elite,6.587550014824796,False,False,False,False,False,True,False,True,False,False
Jamaica,JAM,CONCACAF,31,1412.3,4,4,2,0.447,0.54,1.34,0,8.3,0.259,72.6,2,292.0,28,3,5.1,45.7,77.2,0,1.8,0.82,0,1.4,-0.8,47.72999999999999,10.428571428571429,61.45,2.1497,0.0,Mid,5.680172609017068,False,False,True,False,False,False,False,False,True,False
Canada,CAN,CONCACAF,32,1420.2,2,5,3,0.434,1.05,1.36,0,10.6,0.233,76.7,2,272.0,16,6,2.9,47.7,74.8,1,1.3,0.9,0,0.9,-0.31000000000000005,41.334999999999994,17.0,61.25,2.4698,0.0,Mid,5.60947179518496,False,False,True,False,False,False,False,False,True,False
Serbia,SRB,UEFA,15,1577.2,3,2,5,0.454,1.36,1.2,2,9.8,0.396,79.0,3,360.0,38,7,4.4,55.8,78.9,0,7.3,0.72,0,1.4,0.16000000000000014,47.589999999999996,9.473684210526315,67.35,3.8808000000000002,0.2,Strong,5.8888779583328805,False,False,False,False,False,True,False,False,False,True
Honduras,HON,CONCACAF,38,1483.9,3,6,1,0.43,0.58,1.74,1,8.5,0.278,71.2,0,344.0,34,9,3.6,41.7,70.2,0,1.5,0.84,0,1.0,-1.1600000000000001,41.81999999999999,10.117647058823529,55.95,2.3630000000000004,0.1,Developing,5.84354441703136,False,False,True,False,False,False,True,False,False,False
Sweden,SWE,UEFA,12,1694.2,5,3,2,0.431,1.68,1.39,2,9.3,0.404,76.4,1,532.0,26,11,6.0,50.0,84.6,0,8.1,0.64,1,1.7,0.29000000000000004,52.050000000000004,20.46153846153846,67.3,3.7572000000000005,0.2,Strong,6.278521424165844,False,False,False,False,False,True,False,False,False,True
Brazil,BRA,CONMEBOL,1,1937.0,6,1,3,0.67,2.34,0.45,3,14.9,0.458,89.7,3,1196.0,57,10,8.1,56.1,88.1,0,7.1,0.66,1,2.1,1.89,66.445,20.982456140350877,72.1,6.8242,0.3,Elite,7.087573705557973,False,False,False,True,False,False,False,True,False,False
Costa Rica,CRC,CONCACAF,49,1500.8,4,7,0,0.331,1.15,1.56,2,8.4,0.322,72.2,0,368.0,27,5,3.1,40.8,77.1,0,1.4,0.72,0,1.0909090909090908,-0.41000000000000014,39.43,13.62962962962963,58.949999999999996,2.7048,0.2,Developing,5.910796644040527,False,False,True,False,False,False,True,False,False,False
Belgium,BEL,UEFA,14,1659.5,5,1,4,0.616,1.61,0.85,3,15.7,0.372,80.3,2,565.0,37,17,7.5,57.6,88.3,0,8.5,0.57,0,1.9,0.7600000000000001,60.515,15.27027027027027,72.95,5.8404,0.3,Strong,6.338594078203183,False,False,False,False,False,True,False,False,False,True
Austria,AUT,UEFA,18,1614.0,6,4,0,0.555,1.31,1.11,1,11.3,0.413,78.7,1,390.0,41,4,5.4,50.0,78.6,0,5.7,0.6,0,1.8,0.19999999999999996,51.995000000000005,9.512195121951219,64.3,4.6669,0.1,Strong,5.968707559985366,False,False,False,False,False,True,False,False,False,True
Algeria,ALG,CAF,40,1543.6,1,6,3,0.442,1.21,1.8,2,6.1,0.255,73.2,1,292.0,27,7,3.0,45.6,74.1,0,10.0,0.46,0,0.6,-0.5900000000000001,40.540000000000006,10.814814814814815,59.849999999999994,1.5554999999999999,0.2,Developing,5.680172609017068,False,True,False,False,False,False,True,False,False,False
England,ENG,UEFA,8,1877.6,9,1,0,0.787,2.68,0.52,6,19.8,0.499,86.7,4,907.0,48,11,7.1,59.6,89.0,0,5.8,0.58,0,2.7,2.16,63.06499999999999,18.895833333333332,74.3,9.8802,0.6,Elite,6.811244378601294,False,False,False,False,False,True,False,True,False,False
Argentina,ARG,CONMEBOL,3,1810.2,7,1,2,0.671,2.53,0.63,3,15.6,0.489,88.1,5,826.0,64,19,7.2,63.0,88.8,0,7.8,0.77,1,2.3,1.9,62.745,12.90625,75.9,7.6284,0.3,Elite,6.717804695023691,False,False,False,True,False,False,False,True,False,False
Argentina,ARG,CONMEBOL,4,1787.1,8,0,2,0.85,2.42,0.66,5,17.3,0.526,90.0,3,716.0,62,21,8.8,55.8,87.3,0,6.7,0.8,1,2.6,1.7599999999999998,70.8,11.548387096774194,71.55,9.0998,0.5,Elite,6.57507584059962,False,False,False,True,False,False,False,True,False,False
Morocco,MAR,CAF,24,1618.4,5,3,2,0.589,1.51,0.95,3,12.2,0.416,79.0,2,476.0,41,10,5.6,53.2,81.3,0,8.4,0.37,1,1.7,0.56,53.14,11.609756097560975,67.25,5.0752,0.3,Mid,6.1675164908883415,False,True,False,False,False,False,False,False,True,False
Netherlands,NED,UEFA,8,1719.0,7,1,2,0.653,1.64,0.85,2,13.9,0.408,85.2,4,460.0,44,5,8.4,57.3,88.4,0,5.1,0.65,0,2.3,0.7899999999999999,65.75,10.454545454545455,72.85,5.6712,0.2,Elite,6.133398042996649,False,False,False,False,False,True,False,True,False,False
Serbia,SRB,UEFA,35,1672.2,6,3,1,0.418,1.6,1.24,3,12.6,0.418,75.1,3,438.0,26,15,4.6,45.7,75.2,0,8.3,0.56,0,1.9,0.3600000000000001,46.56499999999999,16.846153846153847,60.45,5.2668,0.3,Mid,6.0844994130751715,False,False,False,False,False,True,False,False,True,False
Ghana,GHA,CAF,33,1401.8,3,4,3,0.417,0.9,1.26,1,9.0,0.246,75.6,0,261.0,21,9,2.3,45.6,71.4,0,8.8,0.35,1,1.2,-0.36,38.68,12.428571428571429,58.5,2.214,0.1,Mid,5.568344503761097,False,True,False,False,False,False,False,False,True,False
Germany,DEU,UEFA,17,1701.0,6,1,3,0.605,1.55,0.95,2,12.9,0.456,79.8,3,605.0,41,8,6.9,52.0,89.7,0,8.3,0.47,1,2.1,0.6000000000000001,58.129999999999995,14.75609756097561,70.85,5.8824000000000005,0.2,Strong,6.406879986069314,False,False,False,False,False,True,False,False,False,True
Poland,POL,UEFA,30,1707.2,5,3,2,0.5,1.31,1.04,1,9.2,0.323,79.5,2,340.0,39,5,6.6,53.2,76.2,0,6.0,0.73,0,1.7,0.27,55.925,8.717948717948717,64.7,2.9716,0.1,Mid,5.831882477283517,False,False,False,False,False,True,False,False,True,False
Netherlands,NED,UEFA,13,1735.4,6,3,1,0.703,2.03,0.72,4,15.8,0.382,79.3,3,662.0,43,12,7.3,55.1,83.1,0,7.1,0.65,0,1.9,1.3099999999999998,60.335,15.395348837209303,69.1,6.0356000000000005,0.4,Strong,6.4967749901858625,False,False,False,False,False,True,False,False,False,True
Denmark,DEN,UEFA,23,1515.6,6,3,1,0.54,1.29,0.9,1,13.6,0.414,74.5,1,522.0,33,12,5.3,53.3,79.9,0,8.6,0.53,0,1.9,0.39,50.025,15.818181818181818,66.6,5.6304,0.1,Mid,6.259581464064923,False,False,False,False,False,True,False,False,True,False
Peru,PER,CONMEBOL,34,1439.6,2,7,1,0.245,0.69,1.62,1,6.7,0.229,75.1,0,303.0,15,3,3.2,47.5,77.6,0,5.3,0.74,0,0.7,-0.9300000000000002,39.935,20.2,62.55,1.5343,0.1,Mid,5.717027701406222,False,False,False,True,False,False,False,False,True,False
Turkey,TUR,UEFA,41,1574.7,3,7,0,0.233,1.19,1.83,1,8.8,0.294,74.6,0,335.0,17,5,3.9,44.0,76.8,0,5.8,0.69,0,0.9,-0.6400000000000001,42.089999999999996,19.705882352941178,60.4,2.5872,0.1,Developing,5.817111159963204,False,False,False,False,False,True,True,False,False,False
Argentina,ARG,CONMEBOL,2,1925.6,9,0,1,0.726,2.1,0.41,6,15.4,0.461,89.0,3,1165.0,60,11,5.6,59.4,89.4,0,4.9,0.58,1,2.8,1.6900000000000002,58.01,19.416666666666668,74.4,7.0994,0.6,Elite,7.061334366910438,False,False,False,True,False,False,False,True,False,False
Mexico,MEX,CONCACAF,27,1564.1,3,4,3,0.578,1.52,0.82,4,9.4,0.34,74.6,1,507.0,39,6,4.0,45.1,76.6,1,2.2,0.88,0,1.2,0.7000000000000001,45.89,13.0,60.849999999999994,3.196,0.4,Mid,6.230481447578482,False,False,True,False,False,False,False,False,True,False
Netherlands,NED,UEFA,13,1752.6,5,3,2,0.675,2.11,0.86,4,17.0,0.403,81.0,3,657.0,41,12,5.5,55.4,85.7,0,9.0,0.54,1,1.7,1.25,54.349999999999994,16.024390243902438,70.55,6.851000000000001,0.4,Strong,6.489204931325317,False,False,False,False,False,True,False,False,False,True
Brazil,BRA,CONMEBOL,7,1994.0,7,0,3,0.845,2.03,0.93,4,15.7,0.477,88.6,4,1002.0,58,15,7.5,55.2,90.9,0,4.6,0.66,0,2.4,1.0999999999999996,65.71,17.275862068965516,73.05000000000001,7.488899999999999,0.4,Elite,6.910750787961936,False,False,False,True,False,False,False,True,False,False
Iran,IRN,AFC,29,1561.0,4,4,2,0.303,0.77,1.32,0,7.6,0.285,72.0,2,380.0,27,1,3.8,40.6,72.2,0,10.8,0.45,0,1.4,-0.55,41.53,14.074074074074074,56.400000000000006,2.166,0.0,Mid,5.942799375126701,True,False,False,False,False,False,False,False,True,False
Poland,POL,UEFA,32,1624.3,4,2,4,0.41,1.01,1.36,1,11.5,0.307,77.7,2,508.0,33,8,5.4,50.7,84.7,0,5.9,0.69,0,1.6,-0.3500000000000001,50.195,15.393939393939394,67.7,3.5305,0.1,Mid,6.2324480165505225,False,False,False,False,False,True,False,False,True,False
Netherlands,NED,UEFA,17,1719.8,8,2,0,0.612,1.71,0.66,4,12.8,0.476,85.4,2,738.0,36,14,7.0,54.0,83.1,0,7.0,0.57,1,2.4,1.0499999999999998,60.51,20.5,68.55,6.0928,0.4,Strong,6.6052979209482015,False,False,False,False,False,True,False,False,False,True
Nigeria,NGA,CAF,46,1556.3,1,5,4,0.327,1.09,2.19,2,9.2,0.23,76.4,2,347.0,24,9,2.7,47.2,73.1,0,7.6,0.33,0,0.7,-1.0999999999999999,39.46000000000001,14.458333333333334,60.15,2.116,0.2,Developing,5.8522024797744745,False,True,False,False,False,False,True,False,False,False
Morocco,MAR,CAF,27,1542.4,6,3,1,0.541,1.02,0.81,2,10.6,0.356,80.6,3,531.0,36,15,6.5,50.3,80.1,0,8.9,0.5,1,1.9,0.20999999999999996,56.36999999999999,14.75,65.19999999999999,3.7735999999999996,0.2,Mid,6.2766434893416445,False,True,False,False,False,False,False,False,True,False
Mexico,MEX,CONCACAF,19,1500.8,6,3,1,0.496,1.48,1.4,4,12.2,0.332,74.4,1,332.0,38,5,5.1,54.9,75.6,1,2.8,0.86,1,1.9,0.08000000000000007,48.85,8.736842105263158,65.25,4.0504,0.4,Strong,5.808142489980444,False,False,True,False,False,False,False,False,False,True
Brazil,BRA,CONMEBOL,6,1985.6,9,2,0,0.82,2.68,0.73,7,16.4,0.497,87.9,4,860.0,52,14,8.3,56.7,89.8,0,5.3,0.74,1,2.4545454545454546,1.9500000000000002,68.015,16.53846153846154,73.25,8.150799999999998,0.7,Elite,6.7580945044277305,False,False,False,True,False,False,False,True,False,False
France,FRA,UEFA,1,1898.3,9,2,0,0.803,1.94,0.54,5,19.8,0.519,84.7,5,923.0,42,19,9.7,63.3,87.9,0,6.5,0.6,0,2.4545454545454546,1.4,71.625,21.976190476190474,75.6,10.276200000000001,0.5,Elite,6.828712071641684,False,False,False,False,False,True,False,True,False,False
Chile,CHI,CONMEBOL,40,1532.1,3,6,1,0.219,0.96,1.84,0,8.7,0.281,75.2,0,264.0,33,2,5.6,47.2,73.3,0,5.9,0.77,0,1.0,-0.8800000000000001,48.11,8.0,60.25,2.4447,0.0,Developing,5.579729825986222,False,False,False,True,False,False,True,False,False,False
Peru,PER,CONMEBOL,42,1469.8,3,5,2,0.432,0.96,1.87,2,9.5,0.335,71.7,0,234.0,31,5,4.7,43.5,75.3,0,4.0,0.61,0,1.1,-0.9100000000000001,45.865,7.548387096774194,59.4,3.1825,0.2,Developing,5.459585514144159,False,False,False,True,False,False,True,False,False,False
Morocco,MAR,CAF,34,1504.6,6,2,2,0.416,1.25,1.32,2,12.7,0.337,80.0,1,431.0,37,13,6.2,51.8,75.1,0,10.2,0.33,0,2.0,-0.07000000000000006,53.86,11.64864864864865,63.449999999999996,4.2799,0.2,Mid,6.068425588244111,False,True,False,False,False,False,False,False,True,False
Jamaica,JAM,CONCACAF,45,1599.4,4,4,2,0.366,1.13,1.59,0,6.8,0.351,72.7,0,343.0,31,9,3.6,48.3,74.7,0,1.2,0.82,0,1.4,-0.4600000000000002,41.705,11.064516129032258,61.5,2.3867999999999996,0.0,Developing,5.840641657373398,False,False,True,False,False,False,True,False,False,False
Australia,AUS,AFC,26,1614.5,6,5,0,0.527,1.32,1.04,4,11.5,0.319,75.3,1,254.0,28,7,5.5,47.0,81.4,0,11.3,0.56,0,1.6363636363636365,0.28,50.875,9.071428571428571,64.2,3.6685,0.4,Mid,5.541263545158426,True,False,False,False,False,False,False,False,True,False
England,ENG,UEFA,4,1845.5,8,0,2,0.774,2.11,0.45,6,16.9,0.513,86.2,5,878.0,44,25,9.0,58.6,88.2,0,9.0,0.75,1,2.6,1.66,69.41,19.954545454545453,73.4,8.669699999999999,0.6,Elite,6.778784897685177,False,False,False,False,False,True,False,True,False,False
England,ENG,UEFA,5,1871.5,7,0,3,0.671,2.49,0.5,7,19.4,0.521,83.5,4,1051.0,62,20,7.4,61.9,89.1,0,6.9,0.47,0,2.4,1.9900000000000002,61.835,16.951612903225808,75.5,10.1074,0.7,Elite,6.9584483932976555,False,False,False,False,False,True,False,True,False,False
Belgium,BEL,UEFA,11,1814.1,8,2,0,0.578,1.79,1.04,2,13.0,0.478,84.2,3,828.0,35,9,7.8,53.2,87.2,0,8.0,0.52,0,2.4,0.75,62.55,23.65714285714286,70.2,6.2139999999999995,0.2,Strong,6.720220155135295,False,False,False,False,False,True,False,False,False,True
Peru,PER,CONMEBOL,49,1564.1,3,5,2,0.33,0.87,1.51,0,9.7,0.23,76.1,0,326.0,23,5,5.0,44.6,72.4,0,5.9,0.77,1,1.1,-0.64,47.434999999999995,14.173913043478262,58.5,2.231,0.0,Developing,5.7899601708972535,False,False,False,True,False,False,True,False,False,False
Saudi Arabia,KSA,AFC,40,1598.3,4,5,1,0.299,0.76,2.18,0,9.9,0.328,71.6,2,285.0,16,9,2.5,42.5,71.1,0,12.5,0.57,0,1.3,-1.4200000000000002,36.8,17.8125,56.8,3.2472000000000003,0.0,Developing,5.655991810819852,True,False,False,False,False,False,True,False,False,False
Wales,WAL,UEFA,33,1589.5,4,6,0,0.419,0.57,2.12,2,6.9,0.255,72.8,2,276.0,21,8,5.2,48.7,78.5,0,8.1,0.48,1,1.2,-1.5500000000000003,47.86999999999999,13.142857142857142,63.6,1.7595,0.2,Mid,5.6240175061873385,False,False,False,False,False,True,False,False,True,False
Peru,PER,CONMEBOL,42,1589.2,2,4,4,0.335,1.27,1.46,0,10.3,0.235,76.6,1,301.0,15,7,2.2,45.4,74.7,0,6.5,0.77,0,1.0,-0.18999999999999995,37.86,20.066666666666666,60.05,2.4205,0.0,Developing,5.71042701737487,False,False,False,True,False,False,True,False,False,False
Germany,DEU,UEFA,10,1660.1,7,3,0,0.578,2.05,1.11,2,16.2,0.471,83.4,4,671.0,38,12,7.4,58.6,82.6,0,5.8,0.65,1,2.1,0.9399999999999997,60.870000000000005,17.657894736842106,70.6,7.630199999999999,0.2,Elite,6.51025834052315,False,False,False,False,False,True,False,True,False,False
Portugal,POR,UEFA,6,1730.6,8,3,0,0.605,2.17,0.98,4,12.1,0.359,83.6,2,488.0,35,5,7.3,56.8,81.4,0,7.5,0.51,0,2.1818181818181817,1.19,60.85999999999999,13.942857142857143,69.1,4.3439,0.4,Elite,6.192362489474872,False,False,False,False,False,True,False,True,False,False
Argentina,ARG,CONMEBOL,5,1991.6,7,0,3,0.749,1.96,0.99,3,17.9,0.452,89.8,3,765.0,53,11,8.1,63.7,87.6,0,6.9,0.67,1,2.4,0.97,67.27,14.433962264150944,75.65,8.0908,0.3,Elite,6.641182169740591,False,False,False,True,False,False,False,True,False,False
Iran,IRN,AFC,28,1460.7,3,7,0,0.367,1.28,1.81,1,8.2,0.353,71.7,0,309.0,29,3,2.7,42.1,71.9,0,11.4,0.38,0,0.9,-0.53,38.215,10.655172413793103,57.0,2.8945999999999996,0.1,Mid,5.736572297479192,True,False,False,False,False,False,False,False,True,False
Chile,CHI,CONMEBOL,34,1584.4,4,6,0,0.333,1.26,1.6,1,7.7,0.279,70.9,2,282.0,35,3,3.9,46.5,71.6,0,7.9,0.57,0,1.2,-0.3400000000000001,41.795,8.057142857142857,59.05,2.1483000000000003,0.1,Mid,5.645446897643238,False,False,False,True,False,False,False,False,True,False
Colombia,COL,CONMEBOL,11,1807.6,8,1,1,0.694,1.78,0.82,2,16.3,0.417,79.7,4,720.0,46,12,5.8,57.3,80.8,0,6.1,0.65,0,2.5,0.9600000000000001,55.135,15.652173913043478,69.05,6.7971,0.2,Strong,6.580639137284949,False,False,False,True,False,False,False,False,False,True
Serbia,SRB,UEFA,34,1627.5,4,4,2,0.419,1.68,1.0,4,12.6,0.31,75.3,2,411.0,45,13,6.4,46.4,81.9,0,6.2,0.64,0,1.4,0.6799999999999999,52.94499999999999,9.133333333333333,64.15,3.9059999999999997,0.4,Mid,6.021023349349527,False,False,False,False,False,True,False,False,True,False
England,ENG,UEFA,3,1827.7,9,2,0,0.717,1.87,0.45,6,16.7,0.438,88.8,3,1044.0,50,10,7.5,56.1,87.0,0,7.8,0.57,1,2.4545454545454546,1.4200000000000002,64.5,20.88,71.55,7.3145999999999995,0.6,Elite,6.951772164398911,False,False,False,False,False,True,False,True,False,False
Egypt,EGY,CAF,42,1577.6,3,5,2,0.315,0.65,1.41,0,10.5,0.249,71.6,0,206.0,18,1,2.5,46.4,77.1,0,9.2,0.33,0,1.1,-0.7599999999999999,36.959999999999994,11.444444444444445,61.75,2.6145,0.0,Developing,5.332718793265369,False,True,False,False,False,False,True,False,False,False
Wales,WAL,UEFA,36,1491.7,2,7,1,0.418,1.3,1.81,0,10.8,0.265,77.0,1,266.0,28,1,5.5,48.4,76.1,0,6.3,0.7,0,0.7,-0.51,50.38,9.5,62.25,2.8620000000000005,0.0,Developing,5.58724865840025,False,False,False,False,False,True,True,False,False,False
China,CHN,AFC,37,1508.8,1,6,3,0.286,0.61,1.64,2,9.6,0.255,76.1,0,372.0,21,8,5.0,46.9,72.7,0,9.3,0.51,0,0.6,-1.0299999999999998,46.995,17.714285714285715,59.8,2.448,0.2,Developing,5.921578419643816,True,False,False,False,False,False,True,False,False,False
Qatar,QAT,AFC,42,1508.6,2,4,4,0.269,1.13,1.43,0,8.1,0.266,74.2,0,233.0,30,5,3.7,49.6,74.9,0,10.0,0.49,0,1.0,-0.30000000000000004,41.61,7.766666666666667,62.25,2.1546,0.0,Developing,5.455321115357702,True,False,False,False,False,False,True,False,False,False
Chile,CHI,CONMEBOL,43,1545.7,2,4,4,0.381,0.72,2.05,1,7.3,0.232,70.8,2,227.0,15,5,4.8,43.5,73.9,0,4.8,0.57,0,1.0,-1.3299999999999998,45.39,15.133333333333333,58.7,1.6936,0.1,Developing,5.429345628954441,False,False,False,True,False,False,True,False,False,False
Brazil,BRA,CONMEBOL,6,1881.0,6,1,3,0.771,1.91,0.74,6,19.1,0.48,84.8,3,794.0,52,11,8.6,65.5,91.6,0,4.5,0.73,1,2.1,1.17,67.49,15.26923076923077,78.55,9.168000000000001,0.6,Elite,6.678342114654332,False,False,False,True,False,False,False,True,False,False
Nigeria,NGA,CAF,37,1459.6,4,5,1,0.345,1.07,2.12,0,9.4,0.275,70.0,0,327.0,26,9,5.4,42.2,76.1,0,8.8,0.53,0,1.3,-1.05,46.85000000000001,12.576923076923077,59.15,2.5850000000000004,0.0,Developing,5.793013608384144,False,True,False,False,False,False,True,False,False,False
Italy,ITA,UEFA,10,1687.7,7,2,1,0.675,1.64,0.71,3,14.9,0.468,81.2,2,789.0,50,19,6.5,52.5,81.8,0,8.6,0.57,0,2.2,0.9299999999999999,57.92,15.78,67.15,6.9732,0.3,Elite,6.672032945461067,False,False,False,False,False,True,False,True,False,False
Egypt,EGY,CAF,40,1572.2,1,7,2,0.382,0.78,1.88,0,8.2,0.346,75.3,0,309.0,16,3,4.9,48.8,71.0,0,7.5,0.42,1,0.5,-1.0999999999999999,47.324999999999996,19.3125,59.9,2.8371999999999997,0.0,Developing,5.736572297479192,False,True,False,False,False,False,True,False,False,False
Qatar,QAT,AFC,50,1452.5,1,5,4,0.36,0.6,1.68,1,9.9,0.223,76.2,2,346.0,15,1,2.7,41.1,71.6,0,13.1,0.55,1,0.7,-1.08,39.72,23.066666666666666,56.349999999999994,2.2077,0.1,Developing,5.849324779946859,True,False,False,False,False,False,True,False,False,False
Wales,WAL,UEFA,48,1538.6,4,4,2,0.391,0.64,1.52,2,10.9,0.292,76.5,0,374.0,27,1,2.2,49.4,76.1,0,6.9,0.48,0,1.4,-0.88,38.385000000000005,13.851851851851851,62.75,3.1828,0.2,Developing,5.926926025970411,False,False,False,False,False,True,True,False,False,False
Qatar,QAT,AFC,33,1543.8,1,5,4,0.42,0.71,1.79,2,6.6,0.285,75.9,0,250.0,15,5,4.6,46.4,70.5,0,8.2,0.49,0,0.7,-1.08,46.865,16.666666666666668,58.45,1.8809999999999998,0.2,Mid,5.5254529391317835,True,False,False,False,False,False,False,False,True,False
Netherlands,NED,UEFA,9,1676.0,6,2,2,0.622,2.19,0.93,4,12.9,0.364,83.0,3,506.0,50,11,6.8,61.2,85.3,0,5.6,0.45,0,2.0,1.2599999999999998,59.06999999999999,10.12,73.25,4.6956,0.4,Elite,6.2285110035911835,False,False,False,False,False,True,False,True,False,False
Saudi Arabia,KSA,AFC,48,1503.3,3,7,0,0.22,0.98,1.36,1,10.0,0.359,72.6,1,231.0,26,2,5.2,41.3,78.2,0,13.3,0.48,0,0.9,-0.3800000000000001,45.81,8.884615384615385,59.75,3.59,0.1,Developing,5.44673737166631,True,False,False,False,False,False,True,False,False,False
Argentina,ARG,CONMEBOL,8,1915.0,9,0,1,0.837,2.67,0.99,4,15.7,0.457,83.7,5,869.0,61,8,7.9,67.0,92.5,0,6.5,0.74,1,2.8,1.68,65.315,14.245901639344263,79.75,7.1749,0.4,Elite,6.76849321164863,False,False,False,True,False,False,False,True,False,False
Ukraine,UKR,UEFA,31,1575.8,4,6,0,0.273,0.82,2.05,0,6.1,0.301,73.8,0,277.0,17,4,2.7,41.5,76.8,0,5.7,0.53,0,1.2,-1.23,38.010000000000005,16.294117647058822,59.15,1.8360999999999998,0.0,Mid,5.627621113690637,False,False,False,False,False,True,False,False,True,False
Wales,WAL,UEFA,45,1451.4,3,5,2,0.304,0.99,1.68,0,7.1,0.292,71.8,0,318.0,25,2,3.3,44.1,74.5,0,8.4,0.73,1,1.1,-0.69,39.72,12.72,59.3,2.0732,0.0,Developing,5.765191102784844,False,False,False,False,False,True,True,False,False,False
Germany,DEU,UEFA,8,1724.4,8,2,0,0.64,1.93,0.72,3,15.5,0.4,85.1,3,545.0,47,7,5.9,58.2,82.3,0,8.5,0.46,0,2.4,1.21,56.835,11.595744680851064,70.25,6.2,0.3,Elite,6.302618975744905,False,False,False,False,False,True,False,True,False,False
Costa Rica,CRC,CONCACAF,46,1499.1,2,5,3,0.302,1.03,2.08,2,6.3,0.248,70.1,0,257.0,26,10,3.5,49.8,76.0,0,2.4,0.89,0,0.9,-1.05,39.805,9.884615384615385,62.9,1.5624,0.2,Developing,5.552959584921617,False,False,True,False,False,False,True,False,False,False
Switzerland,SUI,UEFA,29,1595.9,4,5,1,0.409,1.04,1.12,1,11.6,0.368,77.5,3,313.0,35,4,4.9,49.4,80.0,0,8.2,0.58,1,1.3,-0.08000000000000007,48.36500000000001,8.942857142857143,64.7,4.2688,0.1,Mid,5.749392985908253,False,False,False,False,False,True,False,False,True,False
Belgium,BEL,UEFA,8,1723.4,5,3,2,0.596,2.04,0.63,4,13.5,0.388,84.7,4,772.0,40,15,7.1,50.6,82.4,0,7.7,0.49,1,1.7,1.4100000000000001,60.455,19.3,66.5,5.238,0.4,Elite,6.650279048587422,False,False,False,False,False,True,False,True,False,False
Saudi Arabia,KSA,AFC,39,1594.4,2,7,1,0.435,0.71,2.05,2,9.1,0.233,70.7,0,258.0,29,6,3.6,41.1,80.0,0,13.3,0.32,0,0.7,-1.3399999999999999,41.695,8.89655172413793,60.55,2.1203,0.2,Developing,5.556828061699537,True,False,False,False,False,False,True,False,False,False
Germany,DEU,UEFA,17,1762.5,6,2,2,0.663,1.68,0.7,3,15.0,0.357,82.9,3,816.0,41,18,6.2,59.2,82.6,0,8.9,0.72,0,2.0,0.98,57.345000000000006,19.902439024390244,70.9,5.3549999999999995,0.3,Strong,6.705639094860003,False,False,False,False,False,True,False,False,False,True
Brazil,BRA,CONMEBOL,3,1976.9,8,1,1,0.702,1.82,0.42,7,16.1,0.462,83.1,3,1055.0,44,10,9.1,57.9,92.8,0,7.1,0.66,1,2.5,1.4000000000000001,67.955,23.977272727272727,75.35,7.438200000000001,0.7,Elite,6.962243464266207,False,False,False,True,False,False,False,True,False,False
